"Date","DJI_returns","Category"
1885-07-17,0.0132277303099699,"no crisis"
1885-07-18,0.0130550392859838,"no crisis"
1885-07-20,-0.0158957002533544,"no crisis"
1885-07-21,0.000449701776304323,"no crisis"
1885-07-22,0.0154459984770501,"no crisis"
1885-07-23,0.0146304891506981,"no crisis"
1885-07-24,-0.0131598610889898,"no crisis"
1885-07-25,-0.0151228714197598,"no crisis"
1885-07-27,0.00417295812404728,"no crisis"
1885-07-28,0.00222912400894426,"no crisis"
1885-07-29,0.0100460874489241,"no crisis"
1885-07-30,-0.00132529816215587,"no crisis"
1885-07-31,0.00294073998799016,"no crisis"
1885-08-01,-0.00382225936603531,"no crisis"
1885-08-03,-0.00413406937261218,"no crisis"
1885-08-04,0.00295550475166451,"no crisis"
1885-08-05,-0.00236430461320403,"no crisis"
1885-08-06,0.00486634985222389,"no crisis"
1885-08-07,0.00849654608721062,"no crisis"
1885-08-10,0.00407689940833933,"no crisis"
1885-08-11,-0.00189162327238179,"no crisis"
1885-08-12,0.0121518238010827,"no crisis"
1885-08-13,-0.00663746132788612,"no crisis"
1885-08-14,0.0118009338906662,"no crisis"
1885-08-15,0.0116604250666055,"no crisis"
1885-08-17,0.0191838093874459,"no crisis"
1885-08-18,-0.0224402284540623,"no crisis"
1885-08-19,0.0146434413228085,"no crisis"
1885-08-20,-0.00856456972165898,"no crisis"
1885-08-21,0.00140967322075936,"no crisis"
1885-08-22,0.00393540744547938,"no crisis"
1885-08-24,-0.0102903316671621,"no crisis"
1885-08-25,-0.00939538301218557,"no crisis"
1885-08-26,0.003853189728944,"no crisis"
1885-08-27,0.0125997819458825,"no crisis"
1885-08-28,-0.00677582157864709,"no crisis"
1885-08-29,-0.0157039131097827,"no crisis"
1885-08-31,0.000721046862793617,"no crisis"
1885-09-01,-0.00663746132788612,"no crisis"
1885-09-02,0.00721217482569569,"no crisis"
1885-09-03,-0.00417637204745924,"no crisis"
1885-09-04,-0.00332372897710265,"no crisis"
1885-09-05,-0.00916278505611956,"no crisis"
1885-09-07,-0.0224589046503292,"no crisis"
1885-09-08,0.00803501043969801,"no crisis"
1885-09-09,0.00429004177954972,"no crisis"
1885-09-10,-0.00949032738791722,"no crisis"
1885-09-11,0.00312220945952912,"no crisis"
1885-09-12,0.004151842851007,"no crisis"
1885-09-14,0.0114719559475049,"no crisis"
1885-09-15,-0.00439650059556262,"no crisis"
1885-09-16,0.00979275881536701,"no crisis"
1885-09-17,-0.00335036426622937,"no crisis"
1885-09-18,0.00799506266350214,"no crisis"
1885-09-19,0.00678238717484447,"no crisis"
1885-09-21,-0.0108456859172703,"no crisis"
1885-09-22,0.00145349505589065,"no crisis"
1885-09-23,0.000871672753873121,"no crisis"
1885-09-24,-0.00538055419291306,"no crisis"
1885-09-25,-0.00467795824204131,"no crisis"
1885-09-26,0.000291342376917303,"no crisis"
1885-09-28,0.015262382925922,"no crisis"
1885-09-29,-0.00173160723780663,"no crisis"
1885-09-30,0.00676579714361303,"no crisis"
1885-10-01,-0.00200888466618476,"no crisis"
1885-10-02,-0.00895625950777212,"no crisis"
1885-10-03,0.018686025176792,"no crisis"
1885-10-05,0.0100595848468066,"no crisis"
1885-10-06,0.00154967422099528,"no crisis"
1885-10-07,0.018963560590358,"no crisis"
1885-10-08,0.00041480169990793,"no crisis"
1885-10-09,0.00344628257631152,"no crisis"
1885-10-10,0.0108097450582196,"no crisis"
1885-10-12,0.00108782093158721,"no crisis"
1885-10-13,0.00623622292170189,"no crisis"
1885-10-14,0.00404494318531734,"no crisis"
1885-10-15,-0.00987284856272819,"no crisis"
1885-10-16,0.0147063688621571,"no crisis"
1885-10-17,0.0139626473316139,"no crisis"
1885-10-19,0.00972523295712691,"no crisis"
1885-10-20,0.011055465921515,"no crisis"
1885-10-21,0.000259866734451553,"no crisis"
1885-10-22,-0.0186658876018169,"no crisis"
1885-10-23,0.00565026734709306,"no crisis"
1885-10-24,0.00405201025151891,"no crisis"
1885-10-26,-0.0159145772911633,"no crisis"
1885-10-27,0.012646652537156,"no crisis"
1885-10-28,0.00665453674231298,"no crisis"
1885-10-29,-0.00599850380558653,"no crisis"
1885-10-30,0.0124805706609368,"no crisis"
1885-10-31,0.0109219164578702,"no crisis"
1885-11-02,-0.000129694284813908,"no crisis"
1885-11-04,-0.00769757380725045,"no crisis"
1885-11-05,0.013687427616246,"no crisis"
1885-11-06,-0.00893324441582788,"no crisis"
1885-11-07,0.0105847384138729,"no crisis"
1885-11-09,-0.0055967309267384,"no crisis"
1885-11-10,0.00812921425398061,"no crisis"
1885-11-11,0.0151931978115707,"no crisis"
1885-11-12,-0.000996953554704749,"no crisis"
1885-11-13,0.0079504482872137,"no crisis"
1885-11-14,-0.00844929803110439,"no crisis"
1885-11-16,0.00597235308689292,"no crisis"
1885-11-17,0.0125724877324642,"no crisis"
1885-11-18,0.0029370054988247,"no crisis"
1885-11-19,0.0106917287962354,"no crisis"
1885-11-20,-0.00825285719288349,"no crisis"
1885-11-21,-0.0139881925078278,"no crisis"
1885-11-23,-0.0146878682574254,"no crisis"
1885-11-24,0.0279462610319556,"no crisis"
1885-11-25,-0.00488976692947896,"no crisis"
1885-11-27,-0.0151855215414387,"no crisis"
1885-11-28,0.00459248552805702,"no crisis"
1885-11-30,-0.00546398490306821,"no crisis"
1885-12-01,-0.00900689725070336,"no crisis"
1885-12-02,0.00313673827899708,"no crisis"
1885-12-03,0.00125245330787305,"no crisis"
1885-12-04,0.00411972601004029,"no crisis"
1885-12-05,0.0105334555419967,"no crisis"
1885-12-07,-0.0139044914075144,"no crisis"
1885-12-08,0.00274631485141308,"no crisis"
1885-12-09,-0.0026220104170096,"no crisis"
1885-12-10,-0.0151103671882273,"no crisis"
1885-12-11,0.00139483316787814,"no crisis"
1885-12-12,-0.0159658728785219,"no crisis"
1885-12-14,-0.00931184378194727,"no crisis"
1885-12-15,0.0184109030167026,"no crisis"
1885-12-16,0.0168261072096056,"no crisis"
1885-12-17,-0.00793484535848332,"no crisis"
1885-12-18,0.00592641334978161,"no crisis"
1885-12-19,0.00576467246321188,"no crisis"
1885-12-21,-0.0198161731925306,"no crisis"
1885-12-22,-0.0180093319082815,"no crisis"
1885-12-23,0.00233403653325404,"no crisis"
1885-12-24,0.0115865614237016,"no crisis"
1885-12-26,0.0200238944303863,"no crisis"
1885-12-28,-0.0092020833919717,"no crisis"
1885-12-29,0.0160794801466371,"no crisis"
1885-12-30,0.000498104306258629,"no crisis"
1885-12-31,-0.00186980497435218,"no crisis"
1886-01-02,0,"no crisis"
1886-01-04,0.000810087660339409,"no crisis"
1886-01-05,-0.00919240478510819,"no crisis"
1886-01-06,0.00256844324518868,"no crisis"
1886-01-07,-0.00221607162737447,"no crisis"
1886-01-08,-0.00621532779659528,"no crisis"
1886-01-09,0.00434224935780181,"no crisis"
1886-01-11,-0.00858217817071871,"no crisis"
1886-01-12,-0.00236589300091694,"no crisis"
1886-01-13,-0.0138263289501861,"no crisis"
1886-01-14,0.00693706020628682,"no crisis"
1886-01-15,-0.0196180358396361,"no crisis"
1886-01-16,-0.00817737115295714,"no crisis"
1886-01-18,-0.00911165584621765,"no crisis"
1886-01-19,0.00972454117689647,"no crisis"
1886-01-20,-0.00269789998165093,"no crisis"
1886-01-21,0.00904548508356928,"no crisis"
1886-01-22,-0.00708362808793828,"no crisis"
1886-01-23,-0.0138226635573595,"no crisis"
1886-01-25,-0.00236464558976746,"no crisis"
1886-01-26,0.00954651492872349,"no crisis"
1886-01-27,0.000123978190778029,"no crisis"
1886-01-28,0.00602671249348852,"no crisis"
1886-01-29,-0.000369745201543648,"no crisis"
1886-01-30,0.013161972919463,"no crisis"
1886-02-01,0.0122728018626685,"no crisis"
1886-02-02,0.00203307535380137,"no crisis"
1886-02-03,0.00583092031079291,"no crisis"
1886-02-04,0.000948238187632899,"no crisis"
1886-02-05,0.00908431608961857,"no crisis"
1886-02-06,-0.0111010468190638,"no crisis"
1886-02-08,0.0195235694839098,"no crisis"
1886-02-09,0.00973660815702271,"no crisis"
1886-02-10,-0.0126519283839452,"no crisis"
1886-02-11,0.0033808820195782,"no crisis"
1886-02-12,0.00174583312557219,"no crisis"
1886-02-13,0.00913922349733109,"no crisis"
1886-02-15,-0.00681617713295779,"no crisis"
1886-02-16,0.0024313829740592,"no crisis"
1886-02-17,-0.00521917885823919,"no crisis"
1886-02-18,-0.0136987392462324,"no crisis"
1886-02-19,-0.00366096174276542,"no crisis"
1886-02-20,-0.00867294166231369,"no crisis"
1886-02-23,0.00547315432222639,"no crisis"
1886-02-24,0.000119269551920986,"no crisis"
1886-02-25,-0.00309003670876473,"no crisis"
1886-02-26,-0.000715444393010412,"no crisis"
1886-02-27,-0.00334204347584866,"no crisis"
1886-03-01,0.000957873229431083,"no crisis"
1886-03-02,0.0137574421159643,"no crisis"
1886-03-03,0.000234126061229745,"no crisis"
1886-03-04,-0.0094651954794287,"no crisis"
1886-03-05,0.00130802089682103,"no crisis"
1886-03-06,0.00106798567852184,"no crisis"
1886-03-08,-0.00368314025408889,"no crisis"
1886-03-09,-0.00238478433885403,"no crisis"
1886-03-10,-0.000237227206119961,"no crisis"
1886-03-11,0.00309776688052255,"no crisis"
1886-03-12,-0.0177660429698507,"no crisis"
1886-03-13,-0.00206049667820363,"no crisis"
1886-03-15,0.00568649743703897,"no crisis"
1886-03-16,0,"no crisis"
1886-03-17,-0.0154425684144184,"no crisis"
1886-03-18,0.00171459871321344,"no crisis"
1886-03-19,0.00634061784498563,"no crisis"
1886-03-20,-0.000608339583811901,"no crisis"
1886-03-22,-0.00328984438405033,"no crisis"
1886-03-23,-0.0224614039374211,"no crisis"
1886-03-24,-0.00462961259358519,"no crisis"
1886-03-25,0.00886327539789766,"no crisis"
1886-03-26,-0.00273786180203883,"no crisis"
1886-03-27,0.00460140592236247,"no crisis"
1886-03-29,-0.00559835794694941,"no crisis"
1886-03-30,0.00931236003858649,"no crisis"
1886-03-31,0.00579360610447344,"no crisis"
1886-04-01,0.0045344142187016,"no crisis"
1886-04-02,-0.0164025554174314,"no crisis"
1886-04-03,0.000124949409233022,"no crisis"
1886-04-05,0.00186423691531434,"no crisis"
1886-04-06,-0.00024944890900569,"no crisis"
1886-04-07,0.00926633592185633,"no crisis"
1886-04-08,-0.0012312789380422,"no crisis"
1886-04-09,0.000986756836459435,"no crisis"
1886-04-10,0.0015977168136736,"no crisis"
1886-04-12,0.0157194713632447,"no crisis"
1886-04-13,-0.00801121234154367,"no crisis"
1886-04-14,-0.000367491396049413,"no crisis"
1886-04-15,-0.0132529686009146,"no crisis"
1886-04-16,-0.00681929152714922,"no crisis"
1886-04-17,0.00297934219048734,"no crisis"
1886-04-19,-0.00322938092061476,"no crisis"
1886-04-20,0.0055837749807246,"no crisis"
1886-04-21,0.00580003943814145,"no crisis"
1886-04-22,-0.00123158023526626,"no crisis"
1886-04-24,-0.000985280103827701,"no crisis"
1886-04-26,-0.000247818791858645,"no crisis"
1886-04-27,-0.00296241353696303,"no crisis"
1886-04-28,-0.0111947043811766,"no crisis"
1886-04-29,-0.00426346462379001,"no crisis"
1886-04-30,-0.00857631571994588,"no crisis"
1886-05-01,-0.00558981635842848,"no crisis"
1886-05-03,-0.0155364988684523,"no crisis"
1886-05-04,0.0101699319275852,"no crisis"
1886-05-05,0.0127289308527274,"no crisis"
1886-05-06,-0.0118338985018909,"no crisis"
1886-05-07,0.0114525545084114,"no crisis"
1886-05-08,0.00404092219374785,"no crisis"
1886-05-10,0.00213934410904804,"no crisis"
1886-05-11,-0.00113234732283063,"no crisis"
1886-05-12,0.0120136750883808,"no crisis"
1886-05-13,-0.00361487827324236,"no crisis"
1886-05-14,-0.012054684945646,"no crisis"
1886-05-15,0.00980513104104164,"no crisis"
1886-05-17,-0.0413792495230303,"no crisis"
1886-05-18,0.0300549406449142,"no crisis"
1886-05-19,-0.00189806929874514,"no crisis"
1886-05-20,0.00908683625159101,"no crisis"
1886-05-21,0.00613691051326226,"no crisis"
1886-05-22,0.00857702945435568,"no crisis"
1886-05-24,-0.00309857724311513,"no crisis"
1886-05-25,0.000992372909947914,"no crisis"
1886-05-26,0.0111035593795732,"no crisis"
1886-05-27,0.00891446763720705,"no crisis"
1886-05-28,-0.00977516018582536,"no crisis"
1886-05-29,0.0130530256149131,"no crisis"
1886-06-01,0.00363127414190512,"no crisis"
1886-06-02,-0.00605681587537932,"no crisis"
1886-06-03,-0.00609372455653379,"no crisis"
1886-06-04,0.00888457566875589,"no crisis"
1886-06-05,-0.00632169915209468,"no crisis"
1886-06-07,0.00365292839543718,"no crisis"
1886-06-08,-0.00255618019682435,"no crisis"
1886-06-09,0.0124664673929415,"no crisis"
1886-06-10,-0.0095467883164404,"no crisis"
1886-06-11,0.00641505846450041,"no crisis"
1886-06-12,0.000724590934266356,"no crisis"
1886-06-14,0.00312946499655142,"no crisis"
1886-06-15,0.000960541756375832,"no crisis"
1886-06-16,0.00956020741849706,"no crisis"
1886-06-17,0.00427271303166998,"no crisis"
1886-06-18,0.00437303052490545,"no crisis"
1886-06-19,0.00915374577329642,"no crisis"
1886-06-21,-0.00915374577329642,"no crisis"
1886-06-22,-0.00224350059417677,"no crisis"
1886-06-23,0.00811973679288203,"no crisis"
1886-06-24,-0.0154733779403649,"no crisis"
1886-06-25,0.00924161183089334,"no crisis"
1886-06-26,-0.000234512813592325,"no crisis"
1886-06-28,-0.00283654452036997,"no crisis"
1886-06-29,-0.00783898498493718,"no crisis"
1886-06-30,-0.00023969132041346,"no crisis"
1886-07-01,0.00416816241201756,"no crisis"
1886-07-02,0.000949251433558285,"no crisis"
1886-07-03,0.0129680453842154,"no crisis"
1886-07-06,-0.0147505793630343,"no crisis"
1886-07-07,0.00509783591640112,"no crisis"
1886-07-08,-0.00628795959065798,"no crisis"
1886-07-09,-0.00118893858972591,"no crisis"
1886-07-10,0.00249851610041052,"no crisis"
1886-07-12,-0.0131604404970997,"no crisis"
1886-07-13,0.00444450426507714,"no crisis"
1886-07-14,0.00119896557782084,"no crisis"
1886-07-15,0.00989010325109918,"no crisis"
1886-07-16,-0.000235764428385465,"no crisis"
1886-07-17,0.00118603087224489,"no crisis"
1886-07-19,-0.00594166782598338,"no crisis"
1886-07-20,0.00712370870392887,"no crisis"
1886-07-21,0.00295544720383356,"no crisis"
1886-07-22,-0.000590391080329766,"no crisis"
1886-07-23,-0.00200839047825463,"no crisis"
1886-07-24,0.00141765063037758,"no crisis"
1886-07-26,0.00447729855093826,"no crisis"
1886-07-27,0.00141188936787318,"no crisis"
1886-07-28,0.00701951005609658,"no crisis"
1886-07-29,-0.00549434388264203,"no crisis"
1886-07-30,0.00374535624316197,"no crisis"
1886-07-31,0.00686616774604953,"no crisis"
1886-08-02,0.00693764108003547,"no crisis"
1886-08-03,-0.00531446347446973,"no crisis"
1886-08-04,0.00115816264646362,"no crisis"
1886-08-05,0.00461676797124388,"no crisis"
1886-08-06,0.00276086779642926,"no crisis"
1886-08-07,-0.00622081291038157,"no crisis"
1886-08-09,-0.00567821595285656,"no crisis"
1886-08-10,0.00590790575904654,"no crisis"
1886-08-11,-0.006024694080347,"no crisis"
1886-08-12,-0.00162884074520342,"no crisis"
1886-08-13,-0.00279629991052133,"no crisis"
1886-08-14,0.00163085199728208,"no crisis"
1886-08-16,-0.00689828822703742,"no crisis"
1886-08-17,-0.0139461976587842,"no crisis"
1886-08-18,-0.0060863222583496,"no crisis"
1886-08-19,0.0090586249422886,"no crisis"
1886-08-20,0.0121448447949546,"no crisis"
1886-08-21,0.000586240767177948,"no crisis"
1886-08-23,-0.00410835120784769,"no crisis"
1886-08-24,0.00352211044066975,"no crisis"
1886-08-25,-0.00847348282499683,"no crisis"
1886-08-26,0.00117952695808476,"no crisis"
1886-08-27,0.00565372894288796,"no crisis"
1886-08-28,0.000938334090121895,"no crisis"
1886-08-30,-0.00141039768380091,"no crisis"
1886-08-31,-0.00659881463871193,"no crisis"
1886-09-01,0.00342456373694366,"no crisis"
1886-09-02,0.00493565658421291,"no crisis"
1886-09-03,0.0099180433643502,"no crisis"
1886-09-04,-0.00104553146372099,"no crisis"
1886-09-06,0.00579500427415702,"no crisis"
1886-09-07,-0.00312497884028407,"no crisis"
1886-09-08,0.0070451791650683,"no crisis"
1886-09-09,-0.00496077526050875,"no crisis"
1886-09-10,0.00473193166153552,"no crisis"
1886-09-11,0.00482228514800198,"no crisis"
1886-09-13,0.00434568289131887,"no crisis"
1886-09-14,-0.00125680787385463,"no crisis"
1886-09-15,0.000912838917400016,"no crisis"
1886-09-16,0.00523643419102848,"no crisis"
1886-09-17,0.00317423640471892,"no crisis"
1886-09-18,0.00867387539212183,"no crisis"
1886-09-20,0.00793331424192889,"no crisis"
1886-09-21,0.00311215910047924,"no crisis"
1886-09-22,-0.000555206040550704,"no crisis"
1886-09-23,-0.0016650408456429,"no crisis"
1886-09-24,0.00277514484403829,"no crisis"
1886-09-25,0.000774887861653362,"no crisis"
1886-09-27,-0.00979796653441811,"no crisis"
1886-09-28,0.0116818279180158,"no crisis"
1886-09-29,0.00287095158075346,"no crisis"
1886-09-30,-0.00975126227377077,"no crisis"
1886-10-01,-0.00670508662434299,"no crisis"
1886-10-02,0.00246318496539644,"no crisis"
1886-10-04,0.00557656904723203,"no crisis"
1886-10-05,0.0087465877466637,"no crisis"
1886-10-06,-0.00121211405819555,"no crisis"
1886-10-07,-0.00453615253852391,"no crisis"
1886-10-08,0.00066346077118995,"no crisis"
1886-10-09,-0.00377354362585969,"no crisis"
1886-10-11,-0.00457104966714716,"no crisis"
1886-10-12,-0.00627560007095873,"no crisis"
1886-10-13,0.0171658281795342,"no crisis"
1886-10-14,0.00584032532344336,"no crisis"
1886-10-15,0.000110411041216008,"no crisis"
1886-10-16,0.000988355715762612,"no crisis"
1886-10-18,-0.00517087726292509,"no crisis"
1886-10-19,0.00374320538490558,"no crisis"
1886-10-20,-0.00584225217537959,"no crisis"
1886-10-21,0.00617115729642048,"no crisis"
1886-10-22,-0.0044047688833273,"no crisis"
1886-10-23,0.00132515451416193,"no crisis"
1886-10-25,-0.00585839186518688,"no crisis"
1886-10-26,0.00717938807384444,"no crisis"
1886-10-27,-0.00121265215116306,"no crisis"
1886-10-28,0.0050574169018307,"no crisis"
1886-10-29,0.000548389389357418,"no crisis"
1886-10-30,0.00666196686246501,"no crisis"
1886-11-01,0.0027192935673046,"no crisis"
1886-11-03,0.00292713634031694,"no crisis"
1886-11-04,-0.00727918047860632,"no crisis"
1886-11-05,-0.00120127292156758,"no crisis"
1886-11-06,0.00348780397160731,"no crisis"
1886-11-08,-0.0030514606173111,"no crisis"
1886-11-09,0.000655349402124639,"no crisis"
1886-11-10,0.00576284215657497,"no crisis"
1886-11-11,-0.0065278555816195,"no crisis"
1886-11-12,0.00327044256776698,"no crisis"
1886-11-13,0.00108777499010992,"no crisis"
1886-11-15,0.00216963802374259,"no crisis"
1886-11-16,0.00411056785233788,"no crisis"
1886-11-17,-0.00183691204962866,"no crisis"
1886-11-18,0.0034561662032,"no crisis"
1886-11-19,0.000969824871986713,"no crisis"
1886-11-20,-0.00409991721420599,"no crisis"
1886-11-22,0.000214961561684657,"no crisis"
1886-11-23,-0.0034662735865183,"no crisis"
1886-11-24,0.000760532883503195,"no crisis"
1886-11-26,0.00335506914315697,"no crisis"
1886-11-27,0.00140346927562263,"no crisis"
1886-11-29,0.00709561822175164,"no crisis"
1886-11-30,-0.00903977162942615,"no crisis"
1886-12-01,0.00893210506798159,"no crisis"
1886-12-02,0.00288893245052035,"no crisis"
1886-12-03,0.00692182711803291,"no crisis"
1886-12-04,-0.00382713362790943,"no crisis"
1886-12-06,-0.00234577571125127,"no crisis"
1886-12-07,-0.0145178958014123,"no crisis"
1886-12-08,0.00680125534348841,"no crisis"
1886-12-09,0.00386576352798906,"no crisis"
1886-12-10,-0.0133777475701486,"no crisis"
1886-12-11,-0.00555573507668772,"no crisis"
1886-12-13,-0.0110915381865122,"no crisis"
1886-12-14,-0.0141259425105069,"no crisis"
1886-12-15,-0.0223130981940205,"no crisis"
1886-12-16,0.0133122214052053,"no crisis"
1886-12-17,-0.00260325071088507,"no crisis"
1886-12-18,0.00350649950626636,"no crisis"
1886-12-20,-0.0239962984496702,"no crisis"
1886-12-21,0.0114982921751485,"no crisis"
1886-12-22,0.00308252731801195,"no crisis"
1886-12-23,0.00170924689221241,"no crisis"
1886-12-24,-0.00148018261876404,"no crisis"
1886-12-27,-0.0100810155521689,"no crisis"
1886-12-28,0.0108773524447403,"no crisis"
1886-12-29,0.0119973943282026,"no crisis"
1886-12-30,0.00951823182858913,"no crisis"
1886-12-31,0.00400421365649928,"no crisis"
1887-01-03,-0.00266850390783047,"no crisis"
1887-01-04,-0.0179677576212369,"no crisis"
1887-01-05,0.00283037363226724,"no crisis"
1887-01-06,0.00597059308739656,"no crisis"
1887-01-07,-0.0107287187606158,"no crisis"
1887-01-08,0.00147464322394741,"no crisis"
1887-01-10,0.00305635952788963,"no crisis"
1887-01-11,-0.00113144540618304,"no crisis"
1887-01-12,0.00598114290822993,"no crisis"
1887-01-13,-0.00790605702993652,"no crisis"
1887-01-14,0.00644057428951861,"no crisis"
1887-01-15,0.00438512120926537,"no crisis"
1887-01-17,-0.00359555912920939,"no crisis"
1887-01-18,0.00280883198367698,"no crisis"
1887-01-19,0.00503805276551139,"no crisis"
1887-01-20,-0.00447674178327251,"no crisis"
1887-01-21,-0.00675168221336353,"no crisis"
1887-01-22,0.00146681993908748,"no crisis"
1887-01-24,-0.0243116531325773,"no crisis"
1887-01-25,0.0166134199741013,"no crisis"
1887-01-26,-0.00913239246332287,"no crisis"
1887-01-27,-0.00344563557458555,"no crisis"
1887-01-28,0.00722391933939637,"no crisis"
1887-01-29,-0.00504172681473225,"no crisis"
1887-01-31,-0.00541021107999917,"no crisis"
1887-02-01,-0.00590633313390443,"no crisis"
1887-02-02,0.00821132616253939,"no crisis"
1887-02-03,-0.00554346544211892,"no crisis"
